DATE,ICNSA
2001-05-19,338374
2001-05-26,346231
2001-06-02,335765
2001-06-09,397015
2001-06-16,354526
2001-06-23,351770
2001-06-30,375885
2001-07-07,526826
2001-07-14,524139
2001-07-21,406038
2001-07-28,332957
2001-08-04,341660
2001-08-11,333042
2001-08-18,317046
2001-08-25,307850
2001-09-01,319016
2001-09-08,309567
2001-09-15,317245
2001-09-22,353611
2001-09-29,400400
2001-10-06,441754
2001-10-13,426881
2001-10-20,429542
2001-10-27,436901
2001-11-03,443971
2001-11-10,456366
2001-11-17,420259
2001-11-24,438893
2001-12-01,605916
2001-12-08,491836
2001-12-15,440906
2001-12-22,529570
2001-12-29,647045
2002-01-05,637343
2002-01-12,799246
2002-01-19,558297
2002-01-26,431690
2002-02-02,445552
2002-02-09,438611
2002-02-16,376573
2002-02-23,367504
2002-03-02,385272
2002-03-09,386992
2002-03-16,352045
2002-03-23,366372
2002-03-30,386296
2002-04-06,432384
2002-04-13,428834
2002-04-20,385151
2002-04-27,367350
2002-05-04,362681
2002-05-11,358286
2002-05-18,348887
2002-05-25,346439
2002-06-01,309183
2002-06-08,378613
2002-06-15,356096
2002-06-22,358959
2002-06-29,358658
2002-07-06,456716
2002-07-13,506718
2002-07-20,394586
2002-07-27,338441
2002-08-03,326356
2002-08-10,332673
2002-08-17,313869
2002-08-24,314852
2002-08-31,310864
2002-09-07,318361
2002-09-14,337577
2002-09-21,317264
2002-09-28,319063
2002-10-05,365613
2002-10-12,385689
2002-10-19,349927
2002-10-26,375591
2002-11-02,397346
2002-11-09,427078
2002-11-16,372829
2002-11-23,436549
2002-11-30,385788
2002-12-07,547430
2002-12-14,486258
2002-12-21,483449
2002-12-28,620929
2003-01-04,620004
2003-01-11,724111
2003-01-18,542563
2003-01-25,434888
2003-02-01,449286
2003-02-08,439520
2003-02-15,398291
2003-02-22,387536
2003-03-01,429782
2003-03-08,414568
2003-03-15,389909
2003-03-22,361492
2003-03-29,371692
2003-04-05,394160
2003-04-12,434911
2003-04-19,399180
2003-04-26,401342
2003-05-03,377383
2003-05-10,364287
2003-05-17,362276
2003-05-24,359500
2003-05-31,351890
2003-06-07,421190
2003-06-14,383371
2003-06-21,376560
2003-06-28,394214
2003-07-05,483401
2003-07-12,552621
2003-07-19,429381
2003-07-26,348382
2003-08-02,333770
2003-08-09,348207
2003-08-16,312087
2003-08-23,313058
2003-08-30,319362
2003-09-06,322501
2003-09-13,328414
2003-09-20,301217
2003-09-27,304968
2003-10-04,337880
2003-10-11,368876
2003-10-18,328572
2003-10-25,352117
2003-11-01,345573
2003-11-08,397387
2003-11-15,347719
2003-11-22,397990
2003-11-29,357811
2003-12-06,486202
2003-12-13,412627
2003-12-20,424192
2003-12-27,516493
2004-01-03,552815
2004-01-10,677897
2004-01-17,490763
2004-01-24,382262
2004-01-31,406298
2004-02-07,433234
2004-02-14,341634
2004-02-21,328171
2004-02-28,342140
2004-03-06,339007
2004-03-13,312067
2004-03-20,304462
2004-03-27,296776
2004-04-03,304249
2004-04-10,350739
2004-04-17,334965
2004-04-24,313686
2004-05-01,283236
2004-05-08,292754
2004-05-15,297061
2004-05-22,293974
2004-05-29,304067
2004-06-05,308229
2004-06-12,313930
2004-06-19,322481
2004-06-26,318746
2004-07-03,349920
2004-07-10,444531
2004-07-17,394372
2004-07-24,313225
2004-07-31,282128
2004-08-07,291611
2004-08-14,262936
2004-08-21,274433
2004-08-28,276308
2004-09-04,274930
2004-09-11,250568
2004-09-18,275846
2004-09-25,282729
2004-10-02,279591
2004-10-09,338711
2004-10-16,279846
2004-10-23,317573
2004-10-30,305546
2004-11-06,351404
2004-11-13,311901
2004-11-20,355954
2004-11-27,320690
2004-12-04,473570
2004-12-11,370604
2004-12-18,374749
2004-12-25,446699
2005-01-01,540927
2005-01-08,693776
2005-01-15,467862
2005-01-22,360583
2005-01-29,364704
2005-02-05,347391
2005-02-12,309290
2005-02-19,303814
2005-02-26,290776
2005-03-05,332067
2005-03-12,307061
2005-03-19,290719
2005-03-26,291378
2005-04-02,294994
2005-04-09,339709
2005-04-16,285657
2005-04-23,299891
2005-04-30,290824
2005-05-07,297347
2005-05-14,275524
2005-05-21,276761
2005-05-28,304306
2005-06-04,289914
2005-06-11,315938
2005-06-18,289831
2005-06-25,286681
2005-07-02,327268
2005-07-09,427323
2005-07-16,374665
2005-07-23,295026
2005-07-30,261906
2005-08-06,269746
2005-08-13,257151
2005-08-20,252016
2005-08-27,251642
2005-09-03,271613
2005-09-10,322387
2005-09-17,346204
2005-09-24,292435
2005-10-01,313847
2005-10-08,380093
2005-10-15,303158
2005-10-22,304733
2005-10-29,294376
2005-11-05,340491
2005-11-12,283564
2005-11-19,368859
2005-11-26,290730
2005-12-03,444600
2005-12-10,391961
2005-12-17,359108
2005-12-24,433397
2005-12-31,475889
2006-01-07,555114
2006-01-14,439873
2006-01-21,317926
2006-01-28,318805
2006-02-04,321527
2006-02-11,310078
2006-02-18,269571
2006-02-25,272478
2006-03-04,301867
2006-03-11,294764
2006-03-18,269237
2006-03-25,265370
2006-04-01,253985
2006-04-08,314696
2006-04-15,268472
2006-04-22,291349
2006-04-29,279715
2006-05-06,317239
2006-05-13,288972
2006-05-20,277168
2006-05-27,292714
2006-06-03,260263
2006-06-10,285892
2006-06-17,277441
2006-06-24,287503
2006-07-01,304638
2006-07-08,418363
2006-07-15,377115
2006-07-22,288875
2006-07-29,259974
2006-08-05,275430
2006-08-12,256259
2006-08-19,252357
2006-08-26,251275
2006-09-02,259539
2006-09-09,240231
2006-09-16,267036
2006-09-23,261396
2006-09-30,249288
2006-10-07,307646
2006-10-14,271863
2006-10-21,291372
2006-10-28,301079
2006-11-04,326711
2006-11-11,286151
2006-11-18,367690
2006-11-25,323509
2006-12-02,448898
2006-12-09,384123
2006-12-16,361672
2006-12-23,425357
2006-12-30,499979
2007-01-06,506059
2007-01-13,506709
2007-01-20,367583
2007-01-27,359959
2007-02-03,339018
2007-02-10,363018
2007-02-17,305945
2007-02-24,299000
2007-03-03,320194
2007-03-10,298927
2007-03-17,277187
2007-03-24,273432
2007-03-31,268218
2007-04-07,328266
2007-04-14,317917
2007-04-21,303984
2007-04-28,267672
2007-05-05,274801
2007-05-12,258516
2007-05-19,270446
2007-05-26,273397
2007-06-02,263527
2007-06-09,302368
2007-06-16,290951
2007-06-23,292583
2007-06-30,300348
2007-07-07,417554
2007-07-14,383839
2007-07-21,298366
2007-07-28,257426
2007-08-04,270563
2007-08-11,266420
2007-08-18,257573
2007-08-25,266179
2007-09-01,257454
2007-09-08,245526
2007-09-15,261971
2007-09-22,247643
2007-09-29,255431
2007-10-06,298317
2007-10-13,306519
2007-10-20,307675
2007-10-27,303357
2007-11-03,325831
2007-11-10,351760
2007-11-17,323124
2007-11-24,324047
2007-12-01,462902
2007-12-08,423130
2007-12-15,393042
2007-12-22,456280
2007-12-29,507908
2008-01-05,522700
2008-01-12,547943
2008-01-19,415397
2008-01-26,369498
2008-02-02,380234
2008-02-09,377595
2008-02-16,325886
2008-02-23,330013
2008-03-01,345287
2008-03-08,341364
2008-03-15,335909
2008-03-22,316208
2008-03-29,342189
2008-04-05,357209
2008-04-12,370960
2008-04-19,328334
2008-04-26,337854
2008-05-03,335533
2008-05-10,325479
2008-05-17,319817
2008-05-24,326627
2008-05-31,300989
2008-06-07,373033
2008-06-14,349254
2008-06-21,358158
2008-06-28,368544
2008-07-05,401672
2008-07-12,476071
2008-07-19,403607
2008-07-26,374182
2008-08-02,381887
2008-08-09,372807
2008-08-16,342164
2008-08-23,344255
2008-08-30,360485
2008-09-06,336131
2008-09-13,381720
2008-09-20,397610
2008-09-27,392121
2008-10-04,426786
2008-10-11,454100
2008-10-18,416114
2008-10-25,449429
2008-11-01,466373
2008-11-08,539812
2008-11-15,513047
2008-11-22,609128
2008-11-29,537230
2008-12-06,760481
2008-12-13,629867
2008-12-20,719691
2008-12-27,717000
2009-01-03,731958
2009-01-10,956791
2009-01-17,763987
2009-01-24,620143
2009-01-31,682176
2009-02-07,710152
2009-02-14,619951
2009-02-21,605668
2009-02-28,645827
2009-03-07,652635
2009-03-14,601192
2009-03-21,590067
2009-03-28,599299
2009-04-04,623279
2009-04-11,610522
2009-04-18,596564
2009-04-25,583457
2009-05-02,536648
2009-05-09,570412
2009-05-16,540925
2009-05-23,538311
2009-05-30,500380
2009-06-06,581092
2009-06-13,562449
2009-06-20,572425
2009-06-27,563387
2009-07-04,585963
2009-07-11,677038
2009-07-18,590730
2009-07-25,516351
2009-08-01,470988
2009-08-08,486586
2009-08-15,461780
2009-08-22,460998
2009-08-29,460525
2009-09-05,470079
2009-09-12,414557
2009-09-19,441311
2009-09-26,449620
2009-10-03,456233
2009-10-10,513852
2009-10-17,464985
2009-10-24,499374
2009-10-31,487714
2009-11-07,537230
2009-11-14,479350
2009-11-21,547022
2009-11-28,462090
2009-12-05,673097
2009-12-12,561655
2009-12-19,571378
2009-12-26,561852
2010-01-02,651215
2010-01-09,825891
2010-01-16,659173
2010-01-23,507651
2010-01-30,538617
2010-02-06,512463
2010-02-13,482078
2010-02-20,458160
2010-02-27,474662
2010-03-06,462679
2010-03-13,439061
2010-03-20,413067
2010-03-27,412710
2010-04-03,421130
2010-04-10,514136
2010-04-17,436814
2010-04-24,429196
2010-05-01,399350
2010-05-08,414327
2010-05-15,414572
2010-05-22,410778
2010-05-29,418873
2010-06-05,398864
2010-06-12,448305
2010-06-19,427080
2010-06-26,444712
2010-07-03,470366
2010-07-10,515991
2010-07-17,502065
2010-07-24,413679
2010-07-31,402140
2010-08-07,425471
2010-08-14,405484
2010-08-21,384955
2010-08-28,383135
2010-09-04,381863
2010-09-11,341791
2010-09-18,382341
2010-09-25,372551
2010-10-02,373681
2010-10-09,462667
2010-10-16,394016
2010-10-23,408489
2010-10-30,421097
2010-11-06,452657
2010-11-13,409548
2010-11-20,464817
2010-11-27,412922
2010-12-04,585711
2010-12-11,491776
2010-12-18,495548
2010-12-25,525710
2011-01-01,578904
2011-01-08,773499
2011-01-15,549688
2011-01-22,485950
2011-01-29,464775
2011-02-05,440706
2011-02-12,424400
2011-02-19,380985
2011-02-26,353797
2011-03-05,407299
2011-03-12,371721
2011-03-19,354457
2011-03-26,357457
2011-04-02,353817
2011-04-09,448029
2011-04-16,381834
2011-04-23,387867
2011-04-30,415974
2011-05-07,397737
2011-05-14,361573
2011-05-21,376632
2011-05-28,381497
2011-06-04,366816
2011-06-11,400608
2011-06-18,394286
2011-06-25,406633
2011-07-02,425640
2011-07-09,473963
2011-07-16,470086
2011-07-23,369207
2011-07-30,341103
2011-08-06,354408
2011-08-13,346014
2011-08-20,344870
2011-08-27,336761
2011-09-03,348582
2011-09-10,328868
2011-09-17,353820
2011-09-24,328073
2011-10-01,332394
2011-10-08,405906
2011-10-15,357562
2011-10-22,377156
2011-10-29,369647
2011-11-05,402532
2011-11-12,363016
2011-11-19,440157
2011-11-26,372640
2011-12-03,528793
2011-12-10,435863
2011-12-17,421103
2011-12-24,497689
2011-12-31,540057
2012-01-07,646219
2012-01-14,525422
2012-01-21,416880
2012-01-28,422287
2012-02-04,401365
2012-02-11,365014
2012-02-18,346659
2012-02-25,334242
2012-03-03,368433
2012-03-10,340102
2012-03-17,319498
2012-03-24,323373
2012-03-31,315800
2012-04-07,390064
2012-04-14,370482
2012-04-21,370632
2012-04-28,333476
2012-05-05,341080
2012-05-12,325094
2012-05-19,330427
2012-05-26,346260
2012-06-02,324385
2012-06-09,376610
2012-06-16,364548
2012-06-23,370521
2012-06-30,369826
2012-07-07,442192
2012-07-14,455260
2012-07-21,340780
2012-07-28,312931
2012-08-04,320219
2012-08-11,317680
2012-08-18,311857
2012-08-25,312542
2012-09-01,309537
2012-09-08,299729
2012-09-15,330454
2012-09-22,303685
2012-09-29,301046
2012-10-06,329925
2012-10-13,362730
2012-10-20,345227
2012-10-27,339924
2012-11-03,361823
2012-11-10,478551
2012-11-17,403636
2012-11-24,358865
2012-12-01,500163
2012-12-08,429191
2012-12-15,401431
2012-12-22,457584
2012-12-29,490126
2013-01-05,557424
2013-01-12,558047
2013-01-19,437360
2013-01-26,369567
2013-02-02,388708
2013-02-09,361759
2013-02-16,351087
2013-02-23,310512
2013-03-02,335794
2013-03-09,317661
2013-03-16,301471
2013-03-23,316133
2013-03-30,317494
2013-04-06,356935
2013-04-13,359415
2013-04-20,326264
2013-04-27,301622
2013-05-04,301602
2013-05-11,320253
2013-05-18,303357
2013-05-25,319508
2013-06-01,294608
2013-06-08,332964
2013-06-15,336970
2013-06-22,336901
2013-06-29,335424
2013-07-06,383811
2013-07-13,410974
2013-07-20,340457
2013-07-27,281692
2013-08-03,288861
2013-08-10,282756
2013-08-17,281164
2013-08-24,279803
2013-08-31,269359
2013-09-07,229648
2013-09-14,272946
2013-09-21,255087
2013-09-28,252196
2013-10-05,335937
2013-10-12,360957
2013-10-19,312037
2013-10-26,325326
2013-11-02,331867
2013-11-09,364167
2013-11-16,327053
2013-11-23,369197
2013-11-30,321896
2013-12-07,463413
2013-12-14,414613
2013-12-21,418272
2013-12-28,452664
2014-01-04,488537
2014-01-11,534966
2014-01-18,416116
2014-01-25,357806
2014-02-01,357742
2014-02-08,360338
2014-02-15,322761
2014-02-22,312665
2014-03-01,317832
2014-03-08,302311
2014-03-15,285970
2014-03-22,274072
2014-03-29,294862
2014-04-05,299162
2014-04-12,318793
2014-04-19,299182
2014-04-26,318127
2014-05-03,288748
2014-05-10,270738
2014-05-17,287398
2014-05-24,275412
2014-05-31,264133
2014-06-07,313371
2014-06-14,301195
2014-06-21,305029
2014-06-28,305791
2014-07-05,322753
2014-07-12,370559
2014-07-19,287049
2014-07-26,257625
2014-08-02,247877
2014-08-09,269468
2014-08-16,249463
2014-08-23,249006
2014-08-30,249780
2014-09-06,234755
2014-09-13,242318
2014-09-20,239780
2014-09-27,227571
2014-10-04,257545
2014-10-11,273756
2014-10-18,256166
2014-10-25,271331
2014-11-01,266921
2014-11-08,309338
2014-11-15,286115
2014-11-22,357202
2014-11-29,294389
2014-12-06,389284
2014-12-13,327827
2014-12-20,340827
2014-12-27,389757
2015-01-03,439342
2015-01-10,529685
2015-01-17,383538
2015-01-24,281885
2015-01-31,306643
2015-02-07,324158
2015-02-14,277904
2015-02-21,280639
2015-02-28,315566
2015-03-07,277925
2015-03-14,260242
2015-03-21,248032
2015-03-28,239748
2015-04-04,253533
2015-04-11,308173
2015-04-18,279797
2015-04-25,250780
2015-05-02,236421
2015-05-09,242882
2015-05-16,243612
2015-05-23,253454
2015-05-30,230676
2015-06-06,275619
2015-06-13,258764
2015-06-20,263199
2015-06-27,274646
2015-07-04,303585
2015-07-11,344471
2015-07-18,262949
2015-07-25,230314
2015-08-01,224104
2015-08-08,239326
2015-08-15,229251
2015-08-22,226649
2015-08-29,230079
2015-09-05,232507
2015-09-12,198903
2015-09-19,219342
2015-09-26,215116
2015-10-03,227176
2015-10-10,256522
2015-10-17,232860
2015-10-24,245365
2015-10-31,258440
2015-11-07,291098
2015-11-14,264816
2015-11-21,305424
2015-11-28,262628
2015-12-05,384491
2015-12-12,313276
2015-12-19,319641
2015-12-26,346542
2016-01-02,405368
2016-01-09,502904
2016-01-16,378747
2016-01-23,295936
2016-01-30,311940
2016-02-06,290796
2016-02-13,258380
2016-02-20,248870
2016-02-27,265802
2016-03-05,247628
2016-03-12,236888
2016-03-19,230882
2016-03-26,235716
2016-04-02,245035
2016-04-09,270419
2016-04-16,242400
2016-04-23,245040
2016-04-30,243392
2016-05-07,261899
2016-05-14,244869
2016-05-21,240798
2016-05-28,246740
2016-06-04,232300
2016-06-11,266277
2016-06-18,247968
2016-06-25,263662
2016-07-02,267437
2016-07-09,298673
2016-07-16,268526
2016-07-23,231925
2016-07-30,219202
2016-08-06,231542
2016-08-13,219570
2016-08-20,217011
2016-08-27,215688
2016-09-03,217715
2016-09-10,193291
2016-09-17,205649
2016-09-24,198455
2016-10-01,200456
2016-10-08,238581
2016-10-15,233633
2016-10-22,237314
2016-10-29,245751
2016-11-05,258608
2016-11-12,223770
2016-11-19,287794
2016-11-26,249774
2016-12-03,351580
2016-12-10,305268
2016-12-17,315068
2016-12-24,343213
2016-12-31,350561
2017-01-07,414742
2017-01-14,352799
2017-01-21,284030
2017-01-28,280983
2017-02-04,259713
2017-02-11,245886
2017-02-18,239322
2017-02-25,212829
2017-03-04,243959
2017-03-11,222227
2017-03-18,224693
2017-03-25,228269
2017-04-01,208347
2017-04-08,239823
2017-04-15,225864
2017-04-22,241611
2017-04-29,210955
2017-05-06,215040
2017-05-13,206905
2017-05-20,210544
2017-05-27,232138
2017-06-03,212696
2017-06-10,234652
2017-06-17,228883
2017-06-24,239635
2017-07-01,252886
2017-07-08,284329
2017-07-15,257763
2017-07-22,220455
2017-07-29,198776
2017-08-05,211924
2017-08-12,198280
2017-08-19,195130
2017-08-26,196227
2017-09-02,250627
2017-09-09,211923
2017-09-16,212313
2017-09-23,212987
2017-09-30,204180
2017-10-07,229241
2017-10-14,205592
2017-10-21,216004
2017-10-28,215977
2017-11-04,242111
2017-11-11,236654
2017-11-18,275004
2017-11-25,224851
2017-12-02,325988
2017-12-09,282009
2017-12-16,287396
2017-12-23,324958
2017-12-30,351348
2018-01-06,403619
2018-01-13,354050
2018-01-20,260070
2018-01-27,267766
2018-02-03,242962
2018-02-10,232805
2018-02-17,212213
2018-02-24,195931
2018-03-03,225513
2018-03-10,204862
2018-03-17,198591
2018-03-24,195375
2018-03-31,200996
2018-04-07,231725
2018-04-14,226090
2018-04-21,200139
2018-04-28,186451
2018-05-05,190262
2018-05-12,195214
2018-05-19,207043
2018-05-26,202846
2018-06-02,191523
2018-06-09,217289
2018-06-16,206023
2018-06-23,222766
2018-06-30,231539
2018-07-07,264869
2018-07-14,232238
2018-07-21,201288
2018-07-28,179538
